count,class,tweet,label,prompt
3,1,@3CarryOnItems all them bitches far as fuck from us. We got el gran pollo up this way and it serves us well. @Lex_Gracie,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @3CarryOnItems all them bitches far as fuck from us. We got el gran pollo up this way and it serves us well. @Lex_Gracie </prompt>"
3,0,RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230; </prompt>"
3,2,Thank you Charlie #FF @Charlie4927 @StacyDmomof5 @PattiSM74 @RevkahJC @cantUCIMblonde @Kacado,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Thank you Charlie #FF @Charlie4927 @StacyDmomof5 @PattiSM74 @RevkahJC @cantUCIMblonde @Kacado </prompt>"
3,1,"Hahahaaha my teacher just realed these thots. She said ""You need to stop acting ghetto cause its not cute""",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Hahahaaha my teacher just realed these thots. She said ""You need to stop acting ghetto cause its not cute"" </prompt>"
3,0,"RT @_politeASSHOLE: 4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the&#8230;",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @_politeASSHOLE: 4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the&#8230; </prompt>"
3,0,I forgot how white trash Texarkana was... Well it is arkansas so.... &#128514;,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: I forgot how white trash Texarkana was... Well it is arkansas so.... &#128514; </prompt>"
3,1,"95% of the truly talented people i've come across are retarded professionally. 95% of the awful, untalented people are on point and polite..",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: 95% of the truly talented people i've come across are retarded professionally. 95% of the awful, untalented people are on point and polite.. </prompt>"
3,2,Aren't these little border jumpers supposed to be in school,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Aren't these little border jumpers supposed to be in school </prompt>"
3,2,"how much you wanna bet that a anti-government ""black helicopter"" teabagger was behind the Boston Marathon explosions? @TwitchyTeam #p2 #tcot",1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: how much you wanna bet that a anti-government ""black helicopter"" teabagger was behind the Boston Marathon explosions? @TwitchyTeam #p2 #tcot </prompt>"
4,2,only my school wouldnt give kids their schedules... #ghetto,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: only my school wouldnt give kids their schedules... #ghetto </prompt>"
3,2,"@dolphrudager Only one current Yankee sells! Only one current BoSox sells! Only ONE player on each L.A. team sells! Most teams have 0, yeah.",1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @dolphrudager Only one current Yankee sells! Only one current BoSox sells! Only ONE player on each L.A. team sells! Most teams have 0, yeah. </prompt>"
3,1,RT @KINGTUNCHI_: Lol that same bitch I was cool with was was down to sit me up in get me kill in get on twitter in talk about it.,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @KINGTUNCHI_: Lol that same bitch I was cool with was was down to sit me up in get me kill in get on twitter in talk about it. </prompt>"
3,2,"@chris2x @NevadaPR Camels, ostriches and zebras! See you at the races! #VCCamelRaces",1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @chris2x @NevadaPR Camels, ostriches and zebras! See you at the races! #VCCamelRaces </prompt>"
4,1,@Wimp_W_Diesel real shit bro yo hoe told me if Smoothie King had straws i ca fuck,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @Wimp_W_Diesel real shit bro yo hoe told me if Smoothie King had straws i ca fuck </prompt>"
3,1,Aloha bitches! 27 minutes before I caught a 32ft #greatwhite #okaysomaybeimlying #butiwasfishing http://t.co/N86Ew3zhep,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Aloha bitches! 27 minutes before I caught a 32ft #greatwhite #okaysomaybeimlying #butiwasfishing http://t.co/N86Ew3zhep </prompt>"
3,1,If you got a problem with me bring it up with me before I tense up on yo bitch ass . -.-,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: If you got a problem with me bring it up with me before I tense up on yo bitch ass . -.- </prompt>"
6,0,My eyes feel so chink eyed,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: My eyes feel so chink eyed </prompt>"
3,1,@SeauxCocoa you getting new pussy and not sharing??,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @SeauxCocoa you getting new pussy and not sharing?? </prompt>"
6,1,"Don't act all shy, bitch slop that up.",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Don't act all shy, bitch slop that up. </prompt>"
6,2,"@iowahawkblog I also recommend 6pack of shiner Bock and 12 hours of brisket duty at ""the pit"" feeding oak coals &#128521;",1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @iowahawkblog I also recommend 6pack of shiner Bock and 12 hours of brisket duty at ""the pit"" feeding oak coals &#128521; </prompt>"
3,1,"@babynacca @Zneezy2Good both you boys need some pussy, damn.&#128521;",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @babynacca @Zneezy2Good both you boys need some pussy, damn.&#128521; </prompt>"
3,1,Japanese mature cat with spots has her old pussy split wide and filled with hard&#160;cocks http://t.co/49snPMqnMW,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Japanese mature cat with spots has her old pussy split wide and filled with hard&#160;cocks http://t.co/49snPMqnMW </prompt>"
3,1,Kobe Bryant is such a bitch. Grow up pussy.,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Kobe Bryant is such a bitch. Grow up pussy. </prompt>"
3,1,@_xpriceless_ @Casio_DatGuy bitch u got me fuckked up,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @_xpriceless_ @Casio_DatGuy bitch u got me fuckked up </prompt>"
3,2,"@pragathiguru , i'm viswa moulie. I wanna be ur friend.. Please, shall i ?",1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @pragathiguru , i'm viswa moulie. I wanna be ur friend.. Please, shall i ? </prompt>"
3,2,@DeArionBASEDGOD Kendrick is not better than papoose or drake,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @DeArionBASEDGOD Kendrick is not better than papoose or drake </prompt>"
3,2,I learnt about birds as a child. Best time to learn @BBCRadio2,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: I learnt about birds as a child. Best time to learn @BBCRadio2 </prompt>"
3,1,Megatron must've fucked Stafford bitch or something.. He will not throw my mans the ball.,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Megatron must've fucked Stafford bitch or something.. He will not throw my mans the ball. </prompt>"
3,1,@bigshaadswerver yea TJ in this hoe dunking everything TK hitting shots and Juelz handling the bitch,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @bigshaadswerver yea TJ in this hoe dunking everything TK hitting shots and Juelz handling the bitch </prompt>"
3,0,RT @iceyy505: I HATE hoe ass people.,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @iceyy505: I HATE hoe ass people. </prompt>"
3,1,No hoe shit tho I was bout to say Perro got butt naked bitches doing dishes,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: No hoe shit tho I was bout to say Perro got butt naked bitches doing dishes </prompt>"
3,1,"RT @HBCUfessions: ""Mannn these hoes for everybody"" other words don't love these hoes especially at - FAMU...",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @HBCUfessions: ""Mannn these hoes for everybody"" other words don't love these hoes especially at - FAMU... </prompt>"
3,2,You're just trash like sorry,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: You're just trash like sorry </prompt>"
3,1,"When bitches say ""I want to cuddle."" It real is them speaking in code saying they want the D",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: When bitches say ""I want to cuddle."" It real is them speaking in code saying they want the D </prompt>"
3,0,"Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units' http://t.co/9ZWr3O33iu #wtf",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units' http://t.co/9ZWr3O33iu #wtf </prompt>"
3,1,RT @souljaboy: @kmichelle crank that shitty pussy yuuuuuuuuuaaaaaaa &#128169;&#128169;&#128169;&#128169;&#128169;&#128169;&#128169;&#128169;,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @souljaboy: @kmichelle crank that shitty pussy yuuuuuuuuuaaaaaaa &#128169;&#128169;&#128169;&#128169;&#128169;&#128169;&#128169;&#128169; </prompt>"
3,1,I don't respect money ... Respect real niccas!,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: I don't respect money ... Respect real niccas! </prompt>"
3,1,RT @LavarWalker: Old bitches love having a garden...,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @LavarWalker: Old bitches love having a garden... </prompt>"
3,1,Poof. Vamoose son of a bitch,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Poof. Vamoose son of a bitch </prompt>"
3,1,@BrendaGisselCA I'm not Mexican enough for the real beaners yet too Mexican for the Americanized beaners :(,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @BrendaGisselCA I'm not Mexican enough for the real beaners yet too Mexican for the Americanized beaners :( </prompt>"
6,1,Real niggas speaking bitch u better listen....,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Real niggas speaking bitch u better listen.... </prompt>"
6,1,RT @karlos_budah: @RealNiggaSherm aye bro you kno how this shit go we in this bitch solid af running FREE THE 1ST,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @karlos_budah: @RealNiggaSherm aye bro you kno how this shit go we in this bitch solid af running FREE THE 1ST </prompt>"
6,1,"RT @CauseWereGuys: Life is a bitch and harsh enough. Guys need a girl that will make them feel better and help relieve some of the stress, &#8230;",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @CauseWereGuys: Life is a bitch and harsh enough. Guys need a girl that will make them feel better and help relieve some of the stress, &#8230; </prompt>"
3,2,Who needs an alarm when you have the worlds most annoying bird outside your window?!??,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Who needs an alarm when you have the worlds most annoying bird outside your window?!?? </prompt>"
3,1,If you rat on your family just so you don't get in trouble you're a little bitch #BloodThickerThanWater,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: If you rat on your family just so you don't get in trouble you're a little bitch #BloodThickerThanWater </prompt>"
3,2,Currently being hit with the jig. Word.,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Currently being hit with the jig. Word. </prompt>"
3,1,I got I.s.s Friday for refusing to give up my phone these bitches can kiss my ass cause there not getting it,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: I got I.s.s Friday for refusing to give up my phone these bitches can kiss my ass cause there not getting it </prompt>"
3,1,@ClutchAction c'mon pussy,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @ClutchAction c'mon pussy </prompt>"
3,1,&#8220;@iDntWearCondoms: Ladies what if a dude put two hands in your pussy and started clapping?&#8221; Lmaoo,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: &#8220;@iDntWearCondoms: Ladies what if a dude put two hands in your pussy and started clapping?&#8221; Lmaoo </prompt>"
3,2,Live birds found in Elmo doll at US-Mexico border (from @AP) http://t.co/JCH9HQVlPl,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Live birds found in Elmo doll at US-Mexico border (from @AP) http://t.co/JCH9HQVlPl </prompt>"
3,1,mother fuxker the devil is ah lie bitch I'm the truth,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: mother fuxker the devil is ah lie bitch I'm the truth </prompt>"
3,1,@ManBearDrgn would be funnier if America and not pussy Canada.,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @ManBearDrgn would be funnier if America and not pussy Canada. </prompt>"
3,2,@clangloisss hmu negro,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @clangloisss hmu negro </prompt>"
3,1,"RT @PS_IRuddYou: There's a different between a slut and a bitch...

A slut will sleep with anyone.

A bitch will sleep with anyone... But y&#8230;",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @PS_IRuddYou: There's a different between a slut and a bitch...

A slut will sleep with anyone.

A bitch will sleep with anyone... But y&#8230; </prompt>"
3,2,"Wait a minute... Bowyer causing a yellow in a Chase race RT @Knighter01: Caution, 15 #NASCAR",1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Wait a minute... Bowyer causing a yellow in a Chase race RT @Knighter01: Caution, 15 #NASCAR </prompt>"
3,2,just found out @IUBloomington has an #Australian president! #hoosiers are my team #hoosierstate #indiana #iu #iubb #big10 20-2 tonight!,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: just found out @IUBloomington has an #Australian president! #hoosiers are my team #hoosierstate #indiana #iu #iubb #big10 20-2 tonight! </prompt>"
3,1,RT @NoChillPaz: If a bitch talks shit to me I'm gonna lick my thumb and swipe her eyebrows off,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @NoChillPaz: If a bitch talks shit to me I'm gonna lick my thumb and swipe her eyebrows off </prompt>"
3,1,"""whatever you are, be a good one."" -Abraham Lincoln, this quote is not for yall hoes!",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: ""whatever you are, be a good one."" -Abraham Lincoln, this quote is not for yall hoes! </prompt>"
3,1,@GuTsSidious get into Devil first bitch! Roasted.,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @GuTsSidious get into Devil first bitch! Roasted. </prompt>"
3,2,"@orchetect Are we doing Mad Libs now? Cool. Uh... 
Twinkie 35' long, DJ Pon3 cameo, Magic&#8482;, Crystal Tree. #TNGSeason4Finale",1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @orchetect Are we doing Mad Libs now? Cool. Uh... 
Twinkie 35' long, DJ Pon3 cameo, Magic&#8482;, Crystal Tree. #TNGSeason4Finale </prompt>"
3,1,Im addicted to bad bitches like I never had bitches,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Im addicted to bad bitches like I never had bitches </prompt>"
3,1,"RT @AH_Michael: 12 lava cakes, bitches. #RTExtraLife",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @AH_Michael: 12 lava cakes, bitches. #RTExtraLife </prompt>"
3,2,@cleggzta Ho ho ho.,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @cleggzta Ho ho ho. </prompt>"
6,1,"""hoes suck my dick cus i look like john stockton hit em wit the choppa, luke i am your fatherrr"" - @LILBTHEBASEDGOD",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: ""hoes suck my dick cus i look like john stockton hit em wit the choppa, luke i am your fatherrr"" - @LILBTHEBASEDGOD </prompt>"
3,2,Let's go for the sweep!! #Yankees #SubwaySeries,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Let's go for the sweep!! #Yankees #SubwaySeries </prompt>"
3,2,So now been trill is trash cus asap said so &#128533; ok,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: So now been trill is trash cus asap said so &#128533; ok </prompt>"
3,0,It's this dyke chick cut hair in the barbershop look just like Future,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: It's this dyke chick cut hair in the barbershop look just like Future </prompt>"
3,1,"&#8220;@TvvitterFamouse: You just ugly AF stick to one Rt ""@07Cannon: This new avi trash or nah""&#8221; http://t.co/761Mk9Zkci",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: &#8220;@TvvitterFamouse: You just ugly AF stick to one Rt ""@07Cannon: This new avi trash or nah""&#8221; http://t.co/761Mk9Zkci </prompt>"
3,2,"RT @murrman5: you up, Charlie Brown?",1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @murrman5: you up, Charlie Brown? </prompt>"
3,1,"Summer time bitch, always wild http://t.co/pMorgLh2KP",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Summer time bitch, always wild http://t.co/pMorgLh2KP </prompt>"
3,2,"RT @MontagKeys: Jeff Fisher saved by the refs. That was karma, but the zebras messed with it.",1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @MontagKeys: Jeff Fisher saved by the refs. That was karma, but the zebras messed with it. </prompt>"
3,2,Just posted a photo @ Yankee Stadium http://t.co/yFLU32Xh,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Just posted a photo @ Yankee Stadium http://t.co/yFLU32Xh </prompt>"
3,1,if you're into unlocking badges/stickers online you should have to wear them around in real life so the rest of us know what a cunt you are.,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: if you're into unlocking badges/stickers online you should have to wear them around in real life so the rest of us know what a cunt you are. </prompt>"
3,0,you a pussy ass nigga and I know it nigga.,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: you a pussy ass nigga and I know it nigga. </prompt>"
3,2,I need a Spanish WOMAN. They don't have ghetto names. They can cook. They down with u till the casket and they curvy.,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: I need a Spanish WOMAN. They don't have ghetto names. They can cook. They down with u till the casket and they curvy. </prompt>"
3,2,"RT @YankeesWFAN: One scout said Prado is ""first team most underrated."" Gives the Yankees a 2b through 2016, could slide to 3b if needed too.",1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @YankeesWFAN: One scout said Prado is ""first team most underrated."" Gives the Yankees a 2b through 2016, could slide to 3b if needed too. </prompt>"
3,2,@sweetlou462 Lol. Have fun! &#128516; I haven't been to a race since HS (Charlotte). Crazy redneck times. Lol.,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @sweetlou462 Lol. Have fun! &#128516; I haven't been to a race since HS (Charlotte). Crazy redneck times. Lol. </prompt>"
3,2,"What an amazing, proud day it was today for @NKOTB and #blockheads! Time for bed! Good knight!",1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: What an amazing, proud day it was today for @NKOTB and #blockheads! Time for bed! Good knight! </prompt>"
3,2,Yellow jackets at gas station trash cans are THE worst,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Yellow jackets at gas station trash cans are THE worst </prompt>"
3,2,RT @NavyAssLos: Hunter Hurt Helmsley RT @Rich_GMI: Cut the imaginary height shit. Most of the women tweeting about it sleep alone every nig&#8230;,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @NavyAssLos: Hunter Hurt Helmsley RT @Rich_GMI: Cut the imaginary height shit. Most of the women tweeting about it sleep alone every nig&#8230; </prompt>"
3,1,#Havok is one bad bitch wouldn't wanna mess with her #TNA IMPACT,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: #Havok is one bad bitch wouldn't wanna mess with her #TNA IMPACT </prompt>"
3,1,&#8220;@iamSHIRAQ: @WhereYoHussleAt u got hoes tho&#8221; WERD &#128066; WHERE &#128064;,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: &#8220;@iamSHIRAQ: @WhereYoHussleAt u got hoes tho&#8221; WERD &#128066; WHERE &#128064; </prompt>"
3,2,Alexa's phone gave us colors and Julia got yellow I'm dying #racistaf,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Alexa's phone gave us colors and Julia got yellow I'm dying #racistaf </prompt>"
6,1,"Just cuz he looked at you doesn't mean he likes you, hoe",0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Just cuz he looked at you doesn't mean he likes you, hoe </prompt>"
3,1,@JawShoeeAhhh @jehnayy no bitch lol,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @JawShoeeAhhh @jehnayy no bitch lol </prompt>"
3,2,"@tyler_wilde As in, ""throw birds with long pointy beaks at you""?",1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @tyler_wilde As in, ""throw birds with long pointy beaks at you""? </prompt>"
6,2,"RT @sorryimalex: ""now 5sos is starting to tweet the hashtag, they're trash!"" #vote5sos http://t.co/llkuz6VtAi",1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @sorryimalex: ""now 5sos is starting to tweet the hashtag, they're trash!"" #vote5sos http://t.co/llkuz6VtAi </prompt>"
3,2,Absolutely absurd that they even had to think about that call. #joke #zebras,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Absolutely absurd that they even had to think about that call. #joke #zebras </prompt>"
3,1,Yes bitch you still in love in rich. She lying,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Yes bitch you still in love in rich. She lying </prompt>"
3,2,@xtinel @Linda1MMAGC No not at all. It's a slippery slope. Just don't want to lose my right to self defense. 1st its background checks then?,1,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: @xtinel @Linda1MMAGC No not at all. It's a slippery slope. Just don't want to lose my right to self defense. 1st its background checks then? </prompt>"
3,1,Nino Brown? Oh das me RT @erikacarissa Nino Brown on yall hoes.,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: Nino Brown? Oh das me RT @erikacarissa Nino Brown on yall hoes. </prompt>"
3,1,RT @Cashbethemotive: @HaveMercyyy @killquana ooh yea @gucci1017 !! Getting all hoes!,0,"[INST] In this task, you will be performing a classification exercise aimed at identifying whether the given text contains hate speech or not. Consider the text: RT @Cashbethemotive: @HaveMercyyy @killquana ooh yea @gucci1017 !! Getting all hoes! </prompt>"
